SimilarityMetric	Label1	evaluationMode	Label2	FingerprintRadius	Label3	similarityThreshold	Label4	BA	sdBA	Label5	F1	sdF1	Label6	MCC	sdMCC	Label7	nFound	sdnFound	Label8	nNotFound	sdnNotFound
DiceSimilarity	evaluationMode:	probability	FPRadius	2	similarityThreshold:	0.45	ba:	0.82057	0.01576	f1:	0.84252	0.02421	mcc	0.66996	0.03166	found:	351	3.84	notFound	30	3.84
DiceSimilarity	evaluationMode:	probability	FPRadius	3	similarityThreshold:	0.45	ba:	0.91050	0.01048	f1:	0.93383	0.00877	mcc	0.83813	0.02099	found:	296	6.89	notFound	85	6.89
DiceSimilarity	evaluationMode:	top	FPRadius	2	similarityThreshold:	0.40	ba:	0.87050	0.02139	f1:	0.91112	0.01493	mcc	0.74670	0.03941	found:	375	3.42	notFound	6	3.42
DiceSimilarity	evaluationMode:	top	FPRadius	3	similarityThreshold:	0.40	ba:	0.90472	0.01860	f1:	0.93107	0.01319	mcc	0.80865	0.03640	found:	333	5.72	notFound	48	5.72
DiceSimilarity	evaluationMode:	top	FPRadius	1	similarityThreshold:	0.45	ba:	0.87222	0.01268	f1:	0.91334	0.00809	mcc	0.75302	0.02162	found:	380	1.10	notFound	2	1.10
DiceSimilarity	evaluationMode:	probability	FPRadius	1	similarityThreshold:	0.45	ba:	0.70456	0.01115	f1:	0.52517	0.02209	mcc	0.37185	0.02259	found:	380	0.98	notFound	1	0.98
DiceSimilarity	evaluationMode:	probability	FPRadius	2	similarityThreshold:	0.40	ba:	0.75248	0.00889	f1:	0.72374	0.02011	mcc	0.52010	0.01882	found:	375	2.27	notFound	6	2.27
DiceSimilarity	evaluationMode:	probability	FPRadius	3	similarityThreshold:	0.40	ba:	0.86009	0.01253	f1:	0.89224	0.01444	mcc	0.74599	0.02485	found:	340	4.66	notFound	41	4.66
DiceSimilarity	evaluationMode:	top	FPRadius	1	similarityThreshold:	0.40	ba:	0.87410	0.01550	f1:	0.91512	0.01036	mcc	0.75351	0.03513	found:	381	0.94	notFound	0	0.94
DiceSimilarity	evaluationMode:	top	FPRadius	2	similarityThreshold:	0.35	ba:	0.88034	0.01205	f1:	0.91854	0.00795	mcc	0.76267	0.02185	found:	379	1.34	notFound	3	1.34
DiceSimilarity	evaluationMode:	top	FPRadius	3	similarityThreshold:	0.35	ba:	0.89209	0.01141	f1:	0.92462	0.00757	mcc	0.78690	0.01812	found:	363	2.99	notFound	18	2.99
DiceSimilarity	evaluationMode:	probability	FPRadius	1	similarityThreshold:	0.40	ba:	0.69298	0.00768	f1:	0.42251	0.03814	mcc	0.31515	0.02139	found:	380	0.64	notFound	1	0.64
DiceSimilarity	evaluationMode:	probability	FPRadius	3	similarityThreshold:	0.35	ba:	0.80347	0.01005	f1:	0.81980	0.01134	mcc	0.63651	0.02081	found:	363	3.44	notFound	18	3.44
DiceSimilarity	evaluationMode:	probability	FPRadius	2	similarityThreshold:	0.35	ba:	0.72275	0.01039	f1:	0.60861	0.02821	mcc	0.43187	0.02531	found:	380	0.94	notFound	1	0.94
DiceSimilarity	evaluationMode:	top	FPRadius	1	similarityThreshold:	0.35	ba:	0.86840	0.01560	f1:	0.91082	0.01057	mcc	0.73927	0.03124	found:	381	0.66	notFound	0	0.66
DiceSimilarity	evaluationMode:	top	FPRadius	3	similarityThreshold:	0.30	ba:	0.87561	0.01503	f1:	0.91504	0.01161	mcc	0.75936	0.03697	found:	377	2.14	notFound	4	2.14
DiceSimilarity	evaluationMode:	probability	FPRadius	1	similarityThreshold:	0.35	ba:	0.67882	0.01114	f1:	0.28837	0.03157	mcc	0.24073	0.02380	found:	381	0.49	notFound	0	0.49
DiceSimilarity	evaluationMode:	top	FPRadius	2	similarityThreshold:	0.30	ba:	0.87307	0.01165	f1:	0.91391	0.00852	mcc	0.75197	0.02297	found:	380	1.74	notFound	1	1.74
DiceSimilarity	evaluationMode:	probability	FPRadius	3	similarityThreshold:	0.30	ba:	0.73508	0.00821	f1:	0.66651	0.01276	mcc	0.47260	0.01507	found:	378	1.36	notFound	3	1.36
TverskySimilarity	evaluationMode:	top	FPRadius	1	similarityThreshold:	0.90	ba:	0.98411	0.01513	f1:	0.99116	0.00811	mcc	0.97283	0.02608	found:	64	5.53	notFound	317	5.53
TverskySimilarity	evaluationMode:	top	FPRadius	2	similarityThreshold:	0.90	ba:	0.96497	0.02433	f1:	0.97594	0.01357	mcc	0.93742	0.03437	found:	30	3.52	notFound	352	3.52
TverskySimilarity	evaluationMode:	top	FPRadius	3	similarityThreshold:	0.90	ba:	1.00000	0.00000	f1:	1.00000	0.00000	mcc	1.00000	0.00000	found:	18	3.44	notFound	363	3.44
TverskySimilarity	evaluationMode:	probability	FPRadius	1	similarityThreshold:	0.90	ba:	0.97806	0.01099	f1:	0.98466	0.00742	mcc	0.95599	0.02204	found:	64	5.67	notFound	318	5.67
TverskySimilarity	evaluationMode:	probability	FPRadius	2	similarityThreshold:	0.90	ba:	0.97319	0.03116	f1:	0.97856	0.02478	mcc	0.94772	0.05758	found:	31	3.46	notFound	350	3.46
TverskySimilarity	evaluationMode:	probability	FPRadius	3	similarityThreshold:	0.90	ba:	1.00000	0.00000	f1:	1.00000	0.00000	mcc	1.00000	0.00000	found:	18	3.92	notFound	363	3.92
TverskySimilarity	evaluationMode:	top	FPRadius	1	similarityThreshold:	0.85	ba:	0.97961	0.01063	f1:	0.98424	0.00819	mcc	0.95392	0.02411	found:	114	5.98	notFound	267	5.98
DiceSimilarity	evaluationMode:	top	FPRadius	1	similarityThreshold:	0.30	ba:	0.87647	0.01347	f1:	0.91599	0.00880	mcc	0.75192	0.02337	found:	381	0.49	notFound	0	0.49
TverskySimilarity	evaluationMode:	top	FPRadius	2	similarityThreshold:	0.85	ba:	0.97844	0.01553	f1:	0.98659	0.00959	mcc	0.95763	0.02994	found:	64	4.38	notFound	317	4.38
TverskySimilarity	evaluationMode:	top	FPRadius	3	similarityThreshold:	0.85	ba:	0.98250	0.01482	f1:	0.98799	0.00997	mcc	0.96901	0.02564	found:	40	4.19	notFound	341	4.19
TverskySimilarity	evaluationMode:	probability	FPRadius	1	similarityThreshold:	0.85	ba:	0.97965	0.01033	f1:	0.98595	0.00773	mcc	0.95948	0.02273	found:	119	4.53	notFound	262	4.53
TverskySimilarity	evaluationMode:	probability	FPRadius	2	similarityThreshold:	0.85	ba:	0.97329	0.01424	f1:	0.98385	0.00829	mcc	0.94903	0.02640	found:	65	5.31	notFound	316	5.31
TverskySimilarity	evaluationMode:	probability	FPRadius	3	similarityThreshold:	0.85	ba:	0.97484	0.01688	f1:	0.98614	0.00719	mcc	0.95703	0.02267	found:	41	4.01	notFound	340	4.01
TverskySimilarity	evaluationMode:	top	FPRadius	1	similarityThreshold:	0.80	ba:	0.95066	0.01304	f1:	0.96271	0.01068	mcc	0.89851	0.02937	found:	175	8.03	notFound	206	8.03
TverskySimilarity	evaluationMode:	top	FPRadius	2	similarityThreshold:	0.80	ba:	0.96709	0.01987	f1:	0.97810	0.01295	mcc	0.93717	0.03640	found:	102	5.93	notFound	280	5.93
TverskySimilarity	evaluationMode:	top	FPRadius	3	similarityThreshold:	0.80	ba:	0.96797	0.01881	f1:	0.98326	0.00973	mcc	0.94741	0.03171	found:	72	6.84	notFound	309	6.84
TverskySimilarity	evaluationMode:	probability	FPRadius	1	similarityThreshold:	0.80	ba:	0.94598	0.01081	f1:	0.95864	0.00801	mcc	0.89697	0.02201	found:	175	10.11	notFound	207	10.11
TverskySimilarity	evaluationMode:	probability	FPRadius	2	similarityThreshold:	0.80	ba:	0.97608	0.01721	f1:	0.98439	0.01044	mcc	0.95333	0.03053	found:	96	8.99	notFound	285	8.99
TverskySimilarity	evaluationMode:	probability	FPRadius	3	similarityThreshold:	0.80	ba:	0.97014	0.01553	f1:	0.98196	0.00978	mcc	0.94455	0.02674	found:	74	5.50	notFound	307	5.50
TverskySimilarity	evaluationMode:	top	FPRadius	1	similarityThreshold:	0.75	ba:	0.92434	0.00876	f1:	0.93497	0.00583	mcc	0.83497	0.01709	found:	236	8.37	notFound	145	8.37
TverskySimilarity	evaluationMode:	top	FPRadius	2	similarityThreshold:	0.75	ba:	0.95770	0.01479	f1:	0.96983	0.01129	mcc	0.91652	0.02823	found:	136	8.43	notFound	246	8.43
TverskySimilarity	evaluationMode:	top	FPRadius	3	similarityThreshold:	0.75	ba:	0.96492	0.01250	f1:	0.97683	0.00630	mcc	0.92937	0.01855	found:	102	10.77	notFound	279	10.77
TverskySimilarity	evaluationMode:	probability	FPRadius	2	similarityThreshold:	0.75	ba:	0.95024	0.01842	f1:	0.96535	0.01084	mcc	0.90603	0.02996	found:	139	8.41	notFound	242	8.41
TverskySimilarity	evaluationMode:	probability	FPRadius	1	similarityThreshold:	0.75	ba:	0.90058	0.02141	f1:	0.91797	0.01696	mcc	0.80291	0.04270	found:	240	9.51	notFound	141	9.51
TverskySimilarity	evaluationMode:	probability	FPRadius	3	similarityThreshold:	0.75	ba:	0.96264	0.01862	f1:	0.97571	0.01055	mcc	0.92518	0.03174	found:	101	6.23	notFound	281	6.23
TverskySimilarity	evaluationMode:	top	FPRadius	1	similarityThreshold:	0.70	ba:	0.89015	0.01408	f1:	0.90994	0.01354	mcc	0.76019	0.03606	found:	299	6.88	notFound	82	6.88
TverskySimilarity	evaluationMode:	top	FPRadius	2	similarityThreshold:	0.70	ba:	0.95000	0.01045	f1:	0.96639	0.00765	mcc	0.90636	0.02136	found:	183	6.01	notFound	198	6.01
TverskySimilarity	evaluationMode:	top	FPRadius	3	similarityThreshold:	0.70	ba:	0.96581	0.01715	f1:	0.97929	0.00948	mcc	0.93635	0.02810	found:	135	6.80	notFound	246	6.80
DiceSimilarity	evaluationMode:	probability	FPRadius	2	similarityThreshold:	0.30	ba:	0.69707	0.00860	f1:	0.46997	0.04119	mcc	0.33966	0.02559	found:	380	0.80	notFound	1	0.80
TverskySimilarity	evaluationMode:	probability	FPRadius	2	similarityThreshold:	0.70	ba:	0.94627	0.01529	f1:	0.96363	0.01089	mcc	0.89881	0.02566	found:	183	7.64	notFound	198	7.64
TverskySimilarity	evaluationMode:	probability	FPRadius	1	similarityThreshold:	0.70	ba:	0.86323	0.01657	f1:	0.89253	0.01270	mcc	0.73634	0.03509	found:	298	9.74	notFound	83	9.74
TverskySimilarity	evaluationMode:	probability	FPRadius	3	similarityThreshold:	0.70	ba:	0.95103	0.02030	f1:	0.96990	0.01364	mcc	0.91369	0.03724	found:	130	4.39	notFound	251	4.39
TverskySimilarity	evaluationMode:	top	FPRadius	2	similarityThreshold:	0.65	ba:	0.94681	0.01627	f1:	0.96071	0.01157	mcc	0.89445	0.02878	found:	226	8.52	notFound	155	8.52
TverskySimilarity	evaluationMode:	top	FPRadius	3	similarityThreshold:	0.65	ba:	0.95620	0.01107	f1:	0.96969	0.00849	mcc	0.91311	0.02563	found:	171	4.76	notFound	210	4.76
TverskySimilarity	evaluationMode:	top	FPRadius	1	similarityThreshold:	0.65	ba:	0.89292	0.01328	f1:	0.91662	0.00959	mcc	0.76641	0.02884	found:	332	7.53	notFound	49	7.53
TverskySimilarity	evaluationMode:	probability	FPRadius	2	similarityThreshold:	0.65	ba:	0.94688	0.01649	f1:	0.95975	0.01245	mcc	0.89498	0.03209	found:	223	6.92	notFound	158	6.92
TverskySimilarity	evaluationMode:	probability	FPRadius	3	similarityThreshold:	0.65	ba:	0.94044	0.01124	f1:	0.96267	0.00789	mcc	0.89414	0.01940	found:	172	7.12	notFound	209	7.12
TverskySimilarity	evaluationMode:	probability	FPRadius	1	similarityThreshold:	0.65	ba:	0.84183	0.01588	f1:	0.87990	0.01430	mcc	0.69657	0.03218	found:	335	7.44	notFound	46	7.44
TverskySimilarity	evaluationMode:	top	FPRadius	2	similarityThreshold:	0.60	ba:	0.93524	0.01355	f1:	0.94769	0.01085	mcc	0.86469	0.02972	found:	265	3.01	notFound	116	3.01
TverskySimilarity	evaluationMode:	top	FPRadius	3	similarityThreshold:	0.60	ba:	0.95224	0.00992	f1:	0.96433	0.00633	mcc	0.90194	0.01913	found:	204	11.35	notFound	177	11.35
TverskySimilarity	evaluationMode:	probability	FPRadius	2	similarityThreshold:	0.60	ba:	0.92493	0.01745	f1:	0.94051	0.01439	mcc	0.85549	0.03227	found:	264	7.01	notFound	118	7.01
TverskySimilarity	evaluationMode:	top	FPRadius	1	similarityThreshold:	0.60	ba:	0.88118	0.00998	f1:	0.91226	0.00716	mcc	0.74201	0.02343	found:	359	3.63	notFound	22	3.63
TverskySimilarity	evaluationMode:	probability	FPRadius	3	similarityThreshold:	0.60	ba:	0.95037	0.01760	f1:	0.96597	0.01172	mcc	0.91075	0.02896	found:	209	5.97	notFound	172	5.97
TverskySimilarity	evaluationMode:	top	FPRadius	2	similarityThreshold:	0.55	ba:	0.91555	0.01458	f1:	0.93369	0.00973	mcc	0.82257	0.02835	found:	306	7.69	notFound	75	7.69
TverskySimilarity	evaluationMode:	probability	FPRadius	1	similarityThreshold:	0.60	ba:	0.81740	0.01791	f1:	0.86644	0.01428	mcc	0.64812	0.03671	found:	357	4.09	notFound	24	4.09
TverskySimilarity	evaluationMode:	top	FPRadius	3	similarityThreshold:	0.55	ba:	0.93605	0.01619	f1:	0.95097	0.01197	mcc	0.86661	0.02674	found:	241	7.04	notFound	140	7.04
TverskySimilarity	evaluationMode:	probability	FPRadius	2	similarityThreshold:	0.55	ba:	0.89923	0.00913	f1:	0.92425	0.00729	mcc	0.80515	0.01934	found:	307	7.37	notFound	74	7.37
TverskySimilarity	evaluationMode:	probability	FPRadius	3	similarityThreshold:	0.55	ba:	0.92801	0.01133	f1:	0.94731	0.00953	mcc	0.86642	0.02024	found:	240	8.22	notFound	141	8.22
DiceSimilarity	evaluationMode:	probability	FPRadius	1	similarityThreshold:	0.30	ba:	0.66069	0.01452	f1:	0.18712	0.02480	mcc	0.17468	0.02029	found:	381	0.49	notFound	0	0.49
TverskySimilarity	evaluationMode:	top	FPRadius	2	similarityThreshold:	0.50	ba:	0.89660	0.01361	f1:	0.92236	0.01029	mcc	0.78117	0.02663	found:	342	3.82	notFound	39	3.82
TverskySimilarity	evaluationMode:	top	FPRadius	1	similarityThreshold:	0.55	ba:	0.88338	0.00910	f1:	0.91495	0.00723	mcc	0.74461	0.02293	found:	370	4.05	notFound	11	4.05
TverskySimilarity	evaluationMode:	top	FPRadius	3	similarityThreshold:	0.50	ba:	0.93086	0.01337	f1:	0.94465	0.01080	mcc	0.85696	0.02804	found:	278	8.34	notFound	103	8.34
TverskySimilarity	evaluationMode:	probability	FPRadius	1	similarityThreshold:	0.55	ba:	0.79396	0.01056	f1:	0.84653	0.00555	mcc	0.61136	0.02461	found:	371	3.18	notFound	10	3.18
TverskySimilarity	evaluationMode:	probability	FPRadius	2	similarityThreshold:	0.50	ba:	0.86130	0.01505	f1:	0.89665	0.01296	mcc	0.74262	0.02740	found:	342	6.79	notFound	39	6.79
TverskySimilarity	evaluationMode:	probability	FPRadius	3	similarityThreshold:	0.50	ba:	0.92467	0.01408	f1:	0.94065	0.01132	mcc	0.84868	0.02389	found:	275	7.69	notFound	106	7.69
TverskySimilarity	evaluationMode:	top	FPRadius	2	similarityThreshold:	0.45	ba:	0.88653	0.01651	f1:	0.91905	0.01179	mcc	0.76385	0.03578	found:	361	5.85	notFound	20	5.85
TverskySimilarity	evaluationMode:	top	FPRadius	3	similarityThreshold:	0.45	ba:	0.91528	0.01700	f1:	0.93192	0.01254	mcc	0.81560	0.03316	found:	314	4.61	notFound	67	4.61
TverskySimilarity	evaluationMode:	top	FPRadius	1	similarityThreshold:	0.50	ba:	0.86848	0.01673	f1:	0.90924	0.01256	mcc	0.72612	0.03989	found:	378	1.55	notFound	3	1.55
TverskySimilarity	evaluationMode:	probability	FPRadius	1	similarityThreshold:	0.50	ba:	0.77655	0.00741	f1:	0.82584	0.01037	mcc	0.57893	0.01400	found:	375	1.94	notFound	6	1.94
TverskySimilarity	evaluationMode:	probability	FPRadius	2	similarityThreshold:	0.45	ba:	0.83343	0.01299	f1:	0.87845	0.01157	mcc	0.68434	0.02524	found:	360	5.29	notFound	21	5.29
TverskySimilarity	evaluationMode:	probability	FPRadius	3	similarityThreshold:	0.45	ba:	0.90993	0.01508	f1:	0.93322	0.01206	mcc	0.83054	0.03010	found:	315	4.96	notFound	66	4.96
TverskySimilarity	evaluationMode:	top	FPRadius	1	similarityThreshold:	0.45	ba:	0.87684	0.00670	f1:	0.91314	0.00573	mcc	0.73483	0.02303	found:	380	0.49	notFound	1	0.49
TverskySimilarity	evaluationMode:	top	FPRadius	2	similarityThreshold:	0.40	ba:	0.88863	0.01727	f1:	0.92162	0.01076	mcc	0.76305	0.03264	found:	376	2.53	notFound	6	2.53
TverskySimilarity	evaluationMode:	top	FPRadius	3	similarityThreshold:	0.40	ba:	0.89765	0.01290	f1:	0.92327	0.00939	mcc	0.78163	0.02765	found:	344	5.34	notFound	37	5.34
TverskySimilarity	evaluationMode:	probability	FPRadius	1	similarityThreshold:	0.45	ba:	0.75667	0.01391	f1:	0.77557	0.02497	mcc	0.54097	0.03078	found:	380	1.37	notFound	1	1.37
TverskySimilarity	evaluationMode:	probability	FPRadius	3	similarityThreshold:	0.40	ba:	0.86131	0.01383	f1:	0.89894	0.01173	mcc	0.74129	0.02921	found:	346	4.36	notFound	35	4.36
TverskySimilarity	evaluationMode:	probability	FPRadius	2	similarityThreshold:	0.40	ba:	0.79336	0.01480	f1:	0.84450	0.01214	mcc	0.61068	0.03242	found:	375	2.04	notFound	6	2.04
TverskySimilarity	evaluationMode:	top	FPRadius	1	similarityThreshold:	0.40	ba:	0.88071	0.01038	f1:	0.91657	0.00679	mcc	0.74338	0.02253	found:	381	0.54	notFound	0	0.54
TverskySimilarity	evaluationMode:	top	FPRadius	3	similarityThreshold:	0.35	ba:	0.89322	0.01696	f1:	0.92252	0.01209	mcc	0.77007	0.03888	found:	367	5.68	notFound	14	5.68
TverskySimilarity	evaluationMode:	top	FPRadius	2	similarityThreshold:	0.35	ba:	0.88071	0.01658	f1:	0.91630	0.01231	mcc	0.74510	0.04391	found:	379	2.05	notFound	3	2.05
TverskySimilarity	evaluationMode:	probability	FPRadius	1	similarityThreshold:	0.40	ba:	0.72636	0.01105	f1:	0.69287	0.02206	mcc	0.46558	0.02497	found:	380	0.54	notFound	1	0.54
TverskySimilarity	evaluationMode:	probability	FPRadius	3	similarityThreshold:	0.35	ba:	0.81196	0.01765	f1:	0.86252	0.01405	mcc	0.64032	0.03733	found:	369	4.27	notFound	12	4.27
TverskySimilarity	evaluationMode:	probability	FPRadius	2	similarityThreshold:	0.35	ba:	0.77847	0.01999	f1:	0.81086	0.02538	mcc	0.58664	0.04051	found:	379	1.61	notFound	3	1.61
TverskySimilarity	evaluationMode:	top	FPRadius	1	similarityThreshold:	0.35	ba:	0.88337	0.02108	f1:	0.91627	0.01277	mcc	0.74556	0.03593	found:	381	0.46	notFound	0	0.46
TverskySimilarity	evaluationMode:	top	FPRadius	3	similarityThreshold:	0.30	ba:	0.88191	0.01276	f1:	0.91779	0.00803	mcc	0.75085	0.02453	found:	379	1.10	notFound	2	1.10
TverskySimilarity	evaluationMode:	probability	FPRadius	1	similarityThreshold:	0.35	ba:	0.70251	0.01011	f1:	0.58725	0.01984	mcc	0.39079	0.01693	found:	381	0.50	notFound	0	0.50
TverskySimilarity	evaluationMode:	top	FPRadius	2	similarityThreshold:	0.30	ba:	0.89152	0.01859	f1:	0.92128	0.01234	mcc	0.75980	0.03778	found:	380	0.78	notFound	1	0.78
TverskySimilarity	evaluationMode:	top	FPRadius	1	similarityThreshold:	0.30	ba:	0.86779	0.01873	f1:	0.90770	0.01220	mcc	0.71560	0.03835	found:	381	0.67	notFound	0	0.67
TverskySimilarity	evaluationMode:	probability	FPRadius	3	similarityThreshold:	0.30	ba:	0.78195	0.01348	f1:	0.82787	0.01140	mcc	0.59271	0.02910	found:	379	1.62	notFound	2	1.62
calc_ergfp	evaluationMode:	top	FPRadius	0	similarityThreshold:	0.90	ba:	0.98329	0.01312	f1:	0.98970	0.00580	mcc	0.95376	0.02594	found:	95	5.33	notFound	286	5.33
calc_ergfp	evaluationMode:	probability	FPRadius	0	similarityThreshold:	0.90	ba:	0.97988	0.01583	f1:	0.98928	0.00639	mcc	0.95445	0.02953	found:	93	6.66	notFound	288	6.66
TverskySimilarity	evaluationMode:	probability	FPRadius	2	similarityThreshold:	0.30	ba:	0.73704	0.01442	f1:	0.72546	0.02842	mcc	0.49360	0.03233	found:	380	0.81	notFound	1	0.81
calc_ergfp	evaluationMode:	top	FPRadius	0	similarityThreshold:	0.85	ba:	0.94079	0.02505	f1:	0.96581	0.01185	mcc	0.87394	0.04221	found:	143	7.93	notFound	238	7.93
calc_ergfp	evaluationMode:	probability	FPRadius	0	similarityThreshold:	0.85	ba:	0.91974	0.01688	f1:	0.95967	0.00905	mcc	0.84353	0.02954	found:	142	5.23	notFound	239	5.23
calc_ergfp	evaluationMode:	top	FPRadius	0	similarityThreshold:	0.80	ba:	0.90030	0.02061	f1:	0.94117	0.01100	mcc	0.79751	0.03703	found:	201	4.87	notFound	180	4.87
calc_ergfp	evaluationMode:	probability	FPRadius	0	similarityThreshold:	0.80	ba:	0.87893	0.02359	f1:	0.92840	0.01377	mcc	0.78604	0.03596	found:	200	5.83	notFound	181	5.83
TverskySimilarity	evaluationMode:	probability	FPRadius	1	similarityThreshold:	0.30	ba:	0.67696	0.00909	f1:	0.40952	0.02158	mcc	0.28855	0.01623	found:	381	0.46	notFound	0	0.46
calc_ergfp	evaluationMode:	top	FPRadius	0	similarityThreshold:	0.75	ba:	0.85995	0.03060	f1:	0.90844	0.01719	mcc	0.72195	0.04985	found:	265	5.98	notFound	116	5.98
calc_ergfp	evaluationMode:	probability	FPRadius	0	similarityThreshold:	0.75	ba:	0.83525	0.02967	f1:	0.88546	0.02213	mcc	0.70310	0.05394	found:	265	5.25	notFound	116	5.25
calc_ergfp	evaluationMode:	top	FPRadius	0	similarityThreshold:	0.70	ba:	0.84844	0.01413	f1:	0.89464	0.00960	mcc	0.70424	0.03000	found:	316	5.87	notFound	65	5.87
calc_ergfp	evaluationMode:	probability	FPRadius	0	similarityThreshold:	0.70	ba:	0.81907	0.01285	f1:	0.85804	0.01448	mcc	0.66598	0.02215	found:	310	6.13	notFound	71	6.13
calc_ergfp	evaluationMode:	top	FPRadius	0	similarityThreshold:	0.65	ba:	0.84562	0.01415	f1:	0.89330	0.01024	mcc	0.69806	0.02846	found:	338	3.61	notFound	43	3.61
calc_ergfp	evaluationMode:	probability	FPRadius	0	similarityThreshold:	0.65	ba:	0.78120	0.01211	f1:	0.80362	0.01969	mcc	0.58914	0.02543	found:	340	4.40	notFound	41	4.40
calc_ergfp	evaluationMode:	top	FPRadius	0	similarityThreshold:	0.60	ba:	0.82479	0.01358	f1:	0.87635	0.01154	mcc	0.66444	0.02663	found:	357	4.46	notFound	24	4.46
calc_ergfp	evaluationMode:	probability	FPRadius	0	similarityThreshold:	0.60	ba:	0.74983	0.01410	f1:	0.76713	0.02597	mcc	0.52453	0.02950	found:	360	3.38	notFound	21	3.38
calc_ergfp	evaluationMode:	top	FPRadius	0	similarityThreshold:	0.55	ba:	0.81987	0.01601	f1:	0.87526	0.01139	mcc	0.64863	0.02951	found:	368	3.54	notFound	13	3.54
calc_ergfp	evaluationMode:	probability	FPRadius	0	similarityThreshold:	0.55	ba:	0.74106	0.01124	f1:	0.73267	0.02404	mcc	0.50238	0.02534	found:	369	2.07	notFound	12	2.07
calc_ergfp	evaluationMode:	top	FPRadius	0	similarityThreshold:	0.50	ba:	0.81590	0.01335	f1:	0.87284	0.00871	mcc	0.64580	0.02749	found:	374	1.74	notFound	7	1.74
calc_ergfp	evaluationMode:	probability	FPRadius	0	similarityThreshold:	0.50	ba:	0.72911	0.01276	f1:	0.68314	0.04063	mcc	0.46700	0.03163	found:	375	1.92	notFound	6	1.92
calc_ergfp	evaluationMode:	top	FPRadius	0	similarityThreshold:	0.45	ba:	0.81400	0.01511	f1:	0.87023	0.01252	mcc	0.64146	0.02777	found:	376	2.04	notFound	5	2.04
calc_ergfp	evaluationMode:	probability	FPRadius	0	similarityThreshold:	0.45	ba:	0.70707	0.01439	f1:	0.59502	0.04930	mcc	0.40128	0.03304	found:	375	2.61	notFound	6	2.61
calc_ergfp	evaluationMode:	top	FPRadius	0	similarityThreshold:	0.40	ba:	0.81974	0.01304	f1:	0.87594	0.00879	mcc	0.64951	0.02737	found:	377	2.05	notFound	4	2.05
calc_ergfp	evaluationMode:	probability	FPRadius	0	similarityThreshold:	0.40	ba:	0.69912	0.01652	f1:	0.52796	0.08647	mcc	0.36437	0.04971	found:	377	2.37	notFound	4	2.37
calc_ergfp	evaluationMode:	top	FPRadius	0	similarityThreshold:	0.35	ba:	0.81778	0.02056	f1:	0.87482	0.01569	mcc	0.64609	0.03854	found:	379	1.11	notFound	2	1.11
calc_ergfp	evaluationMode:	probability	FPRadius	0	similarityThreshold:	0.35	ba:	0.67511	0.01459	f1:	0.40308	0.08928	mcc	0.28384	0.05242	found:	379	1.17	notFound	2	1.17
calc_ergfp	evaluationMode:	top	FPRadius	0	similarityThreshold:	0.30	ba:	0.82419	0.01444	f1:	0.87832	0.01152	mcc	0.66226	0.02745	found:	380	1.37	notFound	1	1.37
calc_ergfp	evaluationMode:	probability	FPRadius	0	similarityThreshold:	0.30	ba:	0.67390	0.00938	f1:	0.25994	0.08925	mcc	0.21916	0.04316	found:	379	1.17	notFound	2	1.17
